Time (h),U1 (V),U2 (V),U3 (V),U4 (V),U5 (V),Utot (V),J (A/cmｲ),I (A),TinH2 (C),ToutH2 (C),TinAIR (C),ToutAIR (C),TinWAT (C),ToutWAT (C),PinAIR (mbara),PoutAIR (mbara),PoutH2 (mbara),PinH2 (mbara),DinH2 (l/mn),DoutH2 (l/mn),DinAIR (l/mn),DoutAIR (l/mn),DWAT (l/mn),HrAIRFC (%)
897.5,0.652003428,0.643865836,0.638100587,0.643009114,0.638308826,3.217,0.70203,70.203,27.772,40.818,42.255,51.569,53.7,55.412,1300.612,1270.057,1303.437,1291.179,4.796,2.091,23.036,21.255,1.978,50.062
898,0.652011239,0.643964589,0.638119691,0.643155519,0.638241948,3.215,0.70207,70.207,27.772,40.878,42.376,51.602,53.763,55.447,1300.1,1269.317,1297.734,1284.287,4.796,2.149,23.038,21.242,1.975,50.077
898.5,0.651984354,0.644096644,0.638199447,0.643394026,0.638202032,3.215,0.70198,70.198,27.731,41.13,42.14,51.603,53.731,55.431,1296.345,1266.301,1296.708,1283.718,4.795,2.15,23.036,21.185,1.971,49.78
899,0.651955496,0.644214165,0.638319487,0.643702154,0.638208278,3.215,0.70198,70.198,27.717,40.94,42.337,51.557,53.606,55.279,1300.384,1269.033,1299.787,1286.85,4.796,2.171,23.036,21.181,1.96,50.44
899.5,0.651972043,0.644273191,0.638441355,0.644011881,0.638266794,3.218,0.70198,70.198,27.784,40.806,42.267,51.652,53.718,55.409,1298.905,1268.122,1299.445,1286.565,4.796,2.109,23.038,21.185,1.964,50.144
900,0.652057494,0.644264235,0.638543073,0.64425365,0.638367474,3.221,0.70203,70.203,27.787,41.083,42.366,51.569,53.709,55.447,1299.645,1268.35,1302.525,1289.926,4.795,2.111,23.036,21.185,1.971,50.073
900.5,0.652189991,0.644226864,0.638639585,0.644415292,0.638496034,3.214,0.70198,70.198,27.735,41.009,42.362,51.537,53.674,55.394,1298.507,1267.781,1305.661,1293.059,4.798,2.113,23.036,21.189,1.973,50.696
901,0.652303971,0.64421261,0.638751066,0.64453655,0.638630746,3.217,0.70203,70.203,27.709,41.098,42.321,51.599,53.594,55.4,1297.995,1267.724,1295.168,1281.097,4.797,2.13,23.036,21.185,1.966,50.373
901.5,0.652322555,0.644234567,0.638855141,0.644644183,0.638734287,3.223,0.70198,70.198,27.657,41.107,42.281,51.481,53.583,55.306,1301.18,1269.772,1299.901,1286.395,4.794,2.171,23.032,21.259,1.946,50.408
902,0.652217502,0.644265808,0.638895377,0.644716622,0.638775773,3.22,0.70222,70.222,27.644,40.664,42.289,51.496,53.722,55.386,1302.318,1270.683,1300.015,1286.565,4.796,2.091,23.038,21.255,1.963,50.33
902.5,0.652045587,0.644272243,0.638840698,0.644719274,0.638762278,3.217,0.70193,70.193,27.65,40.984,42.321,51.595,53.572,55.464,1297.711,1267.838,1297.677,1285.028,4.796,2.171,23.038,21.255,1.955,50.125
903,0.651909246,0.644231127,0.638722642,0.644658318,0.638731473,3.22,0.70212,70.212,27.685,40.851,42.203,51.534,53.706,55.42,1298.848,1268.407,1297.905,1285.483,4.796,2.049,23.036,21.187,1.973,50.039
903.5,0.651869987,0.644136626,0.638610857,0.644586513,0.638718926,3.216,0.70193,70.193,27.651,40.999,42.279,51.589,53.729,55.446,1298.166,1267.496,1298.818,1285.882,4.795,2.068,23.036,21.257,1.988,50.221
904,0.651899323,0.644008898,0.638554928,0.644557077,0.638741877,3.216,0.70207,70.207,27.657,40.976,42.235,51.566,53.756,55.482,1300.839,1270.569,1299.73,1286.395,4.796,2.171,23.036,21.191,1.971,49.894
904.5,0.651914857,0.643893526,0.638548378,0.644581486,0.638798681,3.22,0.70203,70.203,27.679,40.697,42.198,51.55,53.781,55.49,1299.133,1268.236,1300.072,1286.907,4.795,2.068,23.036,21.13,1.978,49.678
905,0.651864435,0.643839005,0.638549113,0.64463815,0.638870618,3.218,0.70212,70.212,27.712,40.806,42.197,51.516,53.697,55.385,1300.725,1270.683,1301.099,1288.616,4.797,2.171,23.038,21.255,1.97,50.147
905.5,0.651771817,0.643868992,0.63853229,0.644708769,0.638933158,3.216,0.70222,70.222,27.751,40.783,42.131,51.472,53.665,55.4,1299.986,1269.772,1300.871,1288.274,4.796,2.171,23.038,21.187,1.981,50.148
906,0.651703622,0.643975401,0.638520326,0.644788271,0.638973004,3.219,0.70188,70.188,27.719,40.465,42.137,51.568,53.51,55.378,1300.213,1269.829,1294.369,1281.154,4.798,2.112,23.034,21.185,1.959,49.91
906.5,0.651704687,0.644131631,0.63856561,0.644868469,0.638993385,3.217,0.70217,70.217,27.691,40.932,42.232,51.561,53.733,55.441,1298.052,1267.724,1296.594,1283.148,4.798,2.149,23.036,21.181,1.973,49.885
907,0.651769815,0.644304745,0.638702845,0.644934871,0.639006615,3.218,0.70203,70.203,27.717,40.733,42.211,51.523,53.74,55.398,1301.294,1270.683,1302.353,1289.584,4.797,2.194,23.038,21.194,1.978,49.924
907.5,0.651863366,0.644463237,0.638907509,0.644981701,0.639026996,3.22,0.70188,70.188,27.748,40.883,42.197,51.536,53.679,55.352,1299.076,1267.895,1302.81,1289.869,4.796,2.091,23.038,21.183,1.945,50.045
908,0.651956191,0.64459817,0.639098954,0.645020448,0.639066976,3.221,0.70207,70.207,27.807,41.204,42.139,51.503,53.545,55.18,1300.327,1269.147,1301.213,1288.445,4.797,2.166,23.036,21.189,1.944,50.724
908.5,0.652044816,0.644743224,0.639193709,0.645071745,0.639130188,3.219,0.70193,70.193,27.821,40.645,42.301,51.619,53.804,55.485,1298.507,1267.895,1301.156,1288.787,4.797,2.068,23.034,21.183,1.989,50.016
909,0.652140999,0.644950871,0.639165058,0.645149763,0.639205181,3.221,0.70188,70.188,27.835,40.641,42.313,51.66,53.812,55.473,1295.265,1265.049,1302.296,1289.755,4.797,2.191,23.038,21.181,1.984,49.975
909.5,0.652247277,0.645227565,0.639060261,0.64524956,0.639272563,3.22,0.70203,70.203,27.823,40.742,42.359,51.6,53.805,55.472,1301.635,1270.683,1295.396,1283.034,4.796,2.068,23.038,21.192,1.978,49.992
910,0.652347022,0.645495257,0.638964155,0.645347894,0.639321803,3.223,0.70198,70.198,27.839,40.82,42.333,51.612,53.803,55.478,1299.758,1268.521,1295.339,1282.18,4.796,2.118,23.038,21.255,1.988,50.023
910.5,0.652416831,0.645628629,0.638935319,0.645419114,0.639353086,3.221,0.70198,70.198,27.901,40.649,42.391,51.727,53.799,55.46,1298.678,1267.895,1305.718,1292.318,4.796,2.11,23.038,21.194,1.977,50.536
911,0.652441886,0.645536855,0.638967474,0.645450717,0.639358596,3.224,0.70203,70.203,27.881,40.798,42.292,51.635,53.825,55.495,1303.114,1271.992,1299.958,1286.167,4.799,2.148,23.038,21.187,1.962,49.797
911.5,0.652419047,0.645227527,0.639012618,0.645446547,0.639316087,3.221,0.70188,70.188,27.946,40.644,42.296,51.607,53.765,55.429,1296.345,1266.415,1305.718,1292.204,4.796,2.11,23.034,21.185,1.975,49.995
912,0.652356222,0.644821359,0.639042814,0.645423702,0.639214787,3.224,0.70207,70.207,27.937,40.631,42.34,51.576,53.72,55.369,1299.929,1268.407,1301.213,1288.502,4.795,2.09,23.036,21.189,1.978,50.362
912.5,0.652276556,0.644504401,0.639084769,0.645409027,0.639085208,3.217,0.70198,70.198,27.899,40.755,42.282,51.666,53.718,55.399,1297.369,1266.813,1304.064,1290.667,4.795,2.078,23.036,21.261,1.978,49.823
913,0.652215026,0.644420538,0.639184546,0.645429475,0.638986709,3.217,0.70178,70.178,27.943,42.03,42.38,51.651,53.614,55.254,1300.555,1270.683,1295.453,1283.034,4.796,2.13,23.036,21.181,1.973,50.545
913.5,0.652195318,0.644574924,0.639334351,0.645497595,0.638953716,3.221,0.70198,70.198,28.014,40.758,42.316,51.649,53.688,55.37,1301.977,1271.366,1301.099,1288.103,4.795,2.068,23.036,21.261,1.972,50.201
914,0.652207161,0.64484537,0.639449022,0.645605141,0.638962903,3.221,0.70183,70.183,28.148,41.077,42.264,51.681,53.842,55.494,1299.474,1269.431,1296.594,1284.344,4.796,2.148,23.017,21.192,1.991,49.839
914.5,0.652215593,0.645092576,0.639436135,0.645727576,0.638966033,3.226,0.70188,70.188,28.196,41.197,42.177,51.6,53.734,55.401,1299.701,1268.691,1300.015,1287.363,4.796,2.068,23.036,21.259,1.985,50.092
915,0.65219833,0.645254782,0.639292255,0.645833112,0.638944863,3.22,0.70193,70.193,28.095,40.999,42.18,51.699,53.824,55.482,1298.678,1268.521,1305.262,1292.831,4.795,2.165,23.038,21.189,1.989,49.947
915.5,0.652165736,0.645346505,0.639112096,0.645892329,0.638916243,3.22,0.70203,70.203,28.108,41.301,42.313,51.551,53.754,55.397,1297.54,1267.155,1298.875,1286.508,4.796,2.148,23.036,21.189,1.991,50.295
916,0.652139353,0.645398519,0.638998779,0.64588578,0.638895531,3.222,0.70203,70.203,28.015,41.412,42.201,51.668,53.554,55.324,1300.327,1269.317,1294.598,1281.667,4.796,2.129,23.036,21.191,1.966,50.362
916.5,0.652120245,0.645417605,0.638981682,0.645806552,0.638880792,3.221,0.70183,70.183,27.994,41.158,42.281,51.626,53.704,55.373,1300.612,1269.488,1305.091,1292.318,4.796,2.15,23.041,21.189,1.978,50.231
917,0.652090714,0.645391869,0.639020043,0.64566295,0.638870724,3.223,0.70217,70.217,28.04,41.161,42.119,51.611,53.763,55.465,1300.612,1270.114,1293.856,1280.984,4.796,2.149,23.038,21.187,1.994,49.722
917.5,0.652043093,0.645316292,0.63906042,0.64548459,0.638876525,3.218,0.70203,70.203,27.992,41.618,42.177,51.57,53.719,55.468,1301.18,1270.228,1300.015,1287.078,4.812,2.15,23.036,21.202,1.997,49.614
918,0.651998542,0.64520969,0.639083093,0.645323842,0.638913103,3.225,0.70198,70.198,27.969,40.812,42.252,51.584,53.706,55.471,1301.863,1271.024,1294.312,1280.813,4.795,2.108,23.034,21.189,1.985,49.82
918.5,0.651996577,0.64510695,0.63910695,0.645239268,0.638987675,3.215,0.70178,70.178,27.911,40.917,42.313,51.547,53.627,55.365,1295.606,1265.732,1299.274,1285.597,4.795,2.069,23.038,21.124,1.961,50.114
919,0.652066218,0.645032367,0.639159031,0.645262773,0.63909464,3.22,0.70207,70.207,27.894,41.227,42.366,51.572,53.727,55.456,1298.279,1267.724,1294.255,1281.61,4.796,2.091,23.036,21.132,1.992,50.11
919.5,0.652202533,0.644990111,0.639246353,0.645379394,0.639219491,3.224,0.70188,70.188,27.937,41.006,42.315,51.608,53.674,55.47,1302.602,1271.821,1303.038,1289.926,4.798,2.193,23.038,21.181,1.989,49.838
920,0.652370189,0.644988257,0.639361995,0.64554347,0.639353667,3.22,0.70212,70.212,27.948,40.96,42.394,51.515,53.629,55.408,1299.588,1269.09,1301.783,1287.875,4.797,2.151,23.036,21.192,1.982,50.263
920.5,0.652527008,0.645056955,0.639500299,0.645711761,0.639500299,3.221,0.70203,70.203,27.93,41.147,42.385,51.701,53.758,55.486,1301.123,1270.569,1297.506,1283.034,4.795,2.132,23.036,21.181,1.991,49.925
921,0.65263978,0.645223995,0.639646465,0.645861048,0.639654793,3.224,0.70207,70.207,27.925,40.69,42.259,51.631,53.736,55.447,1298.621,1267.61,1304.578,1289.983,4.797,2.069,23.036,21.13,1.991,49.945
921.5,0.652687984,0.645472506,0.63976251,0.645986737,0.639789439,3.224,0.70207,70.207,27.988,40.94,42.25,51.549,53.694,55.373,1299.417,1268.919,1300.015,1286.167,4.796,2.048,23.036,21.191,1.993,50.316
922,0.652671175,0.645727893,0.639801916,0.646090903,0.639866743,3.225,0.70193,70.193,27.957,41.033,42.185,51.614,53.81,55.474,1301.123,1269.659,1296.308,1283.034,4.795,2.15,23.038,21.202,1.996,49.778
922.5,0.652611646,0.645894538,0.639739376,0.646166634,0.6398608,3.225,0.70198,70.198,27.902,41.163,42.299,51.607,53.676,55.375,1299.076,1268.122,1297.677,1284.173,4.796,2.047,23.036,21.137,1.985,50.268
923,0.652537134,0.645919878,0.639588254,0.646196689,0.639766506,3.226,0.70203,70.203,27.767,41.1,42.336,51.574,53.719,55.439,1300.327,1269.317,1303.494,1290.667,4.799,2.172,23.038,21.196,1.995,50.212
923.5,0.652459207,0.645827643,0.639395394,0.646172947,0.639603633,3.223,0.70198,70.198,27.706,41.214,42.383,51.605,53.774,55.471,1300.612,1269.26,1303.893,1291.179,4.794,2.069,23.036,21.122,1.997,50.822
924,0.652374957,0.64568557,0.639214959,0.64610994,0.639418058,3.222,0.70203,70.203,27.716,41.009,42.295,51.632,53.784,55.468,1298.905,1268.008,1295.738,1283.091,4.795,2.112,23.038,21.185,1.997,50.478
924.5,0.652283428,0.645542406,0.639076177,0.646029,0.63926236,3.222,0.70183,70.183,27.676,40.896,42.327,51.694,53.792,55.488,1298.45,1267.951,1299.73,1286.565,4.795,2.03,23.038,21.192,1.99,50.041
925,0.652188699,0.645401028,0.638973786,0.64593524,0.639161683,3.221,0.70193,70.193,27.601,41.056,42.386,51.67,53.765,55.45,1300.953,1270,1295.396,1282.294,4.796,2.133,23.038,21.255,1.989,50.251
925.5,0.652091245,0.645248801,0.638890865,0.64582295,0.639102292,3.222,0.70198,70.198,27.615,41.044,42.259,51.649,53.815,55.464,1298.848,1268.805,1304.578,1292.546,4.797,2.09,23.036,21.187,1.997,50.041
926,0.651995987,0.645103239,0.638828463,0.645704756,0.639061918,3.223,0.70193,70.193,27.576,40.802,42.328,51.592,53.682,55.375,1299.417,1269.033,1295.51,1283.148,4.795,2.026,23.036,21.196,1.997,50.248
926.5,0.651928061,0.645013772,0.638807577,0.64562271,0.63904404,3.216,0.70198,70.198,27.602,41.024,42.432,51.534,53.577,55.202,1300.896,1270.512,1296.936,1284.173,4.796,2.13,23.041,21.247,1.986,50.728
927,0.651912815,0.645009712,0.638842263,0.645615792,0.639066442,3.219,0.70183,70.183,27.592,40.823,42.269,51.675,53.827,55.42,1297.142,1266.244,1295.966,1282.237,4.796,2.131,23.038,21.166,1.993,49.987
927.5,0.651931821,0.645054612,0.638916776,0.645675847,0.639119808,3.222,0.70212,70.212,27.595,40.706,42.281,51.592,53.761,55.422,1300.441,1268.577,1305.775,1292.204,4.796,2.107,23.036,21.192,1.995,50.097
928,0.651925092,0.645067605,0.638991334,0.645748553,0.639161207,3.223,0.70203,70.203,27.563,40.834,42.221,51.567,53.728,55.395,1299.019,1268.35,1298.932,1285.825,4.796,2.131,23.034,21.189,1.997,50.143
928.5,0.651849596,0.644991486,0.639027113,0.645782388,0.639155152,3.221,0.70198,70.198,27.638,40.576,42.269,51.531,53.709,55.426,1300.27,1269.829,1294.598,1281.268,4.816,2.132,23.038,21.189,1.997,50.156
929,0.651723145,0.644831672,0.639009806,0.645768459,0.639103459,3.222,0.70212,70.212,27.754,40.652,42.253,51.573,53.784,55.492,1299.645,1268.577,1304.749,1292.261,4.793,2.075,23.036,21.17,1.995,49.944
929.5,0.651604678,0.644632864,0.638954601,0.645726722,0.639027153,3.217,0.70203,70.203,27.795,40.604,42.29,51.593,53.787,55.465,1299.929,1268.407,1295.624,1282.009,4.795,2.128,23.034,21.183,1.985,49.984
930,0.651536126,0.644434615,0.638881625,0.645664226,0.6389343,3.22,0.70212,70.212,27.833,40.778,42.337,51.633,53.753,55.431,1299.36,1268.691,1296.422,1283.205,4.796,2.125,23.038,21.198,1.993,50.023
930.5,0.651507022,0.644260686,0.63878625,0.645568619,0.638819794,3.22,0.70207,70.207,27.913,40.714,42.315,51.51,53.686,55.397,1300.668,1269.488,1304.578,1292.318,4.796,2.149,23.038,21.191,1.993,50.173
931,0.651476836,0.64413843,0.638650566,0.645448348,0.638691426,3.22,0.70222,70.222,27.93,40.617,42.423,51.619,53.809,55.473,1301.067,1269.886,1305.433,1292.489,4.8,2.068,23.036,21.255,1.998,50.124
931.5,0.651420294,0.644101401,0.638488462,0.645350272,0.638577179,3.216,0.70198,70.198,27.936,40.586,42.298,51.597,53.743,55.433,1299.986,1269.374,1296.594,1283.547,4.793,2.109,23.038,21.192,2,50.144
932,0.651334787,0.644150959,0.638352991,0.645306735,0.638491669,3.214,0.70207,70.207,27.916,40.541,42.29,51.555,53.772,55.447,1300.384,1269.602,1304.863,1292.204,4.795,2.171,23.036,21.189,1.994,50.025
932.5,0.651215423,0.64421551,0.638278608,0.645279303,0.638402943,3.22,0.70207,70.207,27.939,40.506,42.284,51.561,53.613,55.321,1298.109,1266.586,1295.396,1283.148,4.814,2.048,23.038,21.177,1.974,50.342
933,0.65105196,0.644172854,0.638235902,0.645189327,0.638256739,3.22,0.70198,70.198,27.893,40.553,42.253,51.742,53.805,55.48,1301.465,1270.683,1305.775,1292.831,4.797,2.068,23.036,21.194,1.997,49.907
933.5,0.650850544,0.643940223,0.638170475,0.645002169,0.638037996,3.218,0.70188,70.188,27.893,40.375,42.14,51.565,53.753,55.419,1301.01,1270.455,1305.832,1292.261,4.797,2.069,23.036,21.189,2.008,49.852
934,0.650635383,0.643549873,0.638071056,0.644756068,0.637791828,3.211,0.70222,70.222,27.928,40.568,42.168,51.537,53.736,55.403,1298.109,1268.065,1295.453,1282.635,4.797,2.112,23.036,21.192,1.997,50.192
934.5,0.650426488,0.643133768,0.637967839,0.644514181,0.637581157,3.215,0.70193,70.193,27.917,40.233,42.212,51.584,53.727,55.418,1300.953,1270.968,1299.958,1286.622,4.795,2.068,23.036,21.189,1.99,50.069
935,0.650232547,0.642836577,0.637876797,0.644316815,0.637438306,3.211,0.70203,70.203,27.933,40.712,42.327,51.642,53.794,55.478,1302.489,1272.39,1298.532,1285.483,4.795,2.048,23.036,21.263,1.996,49.838
935.5,0.650069974,0.642734053,0.637782231,0.644178708,0.637355314,3.211,0.70203,70.203,27.933,40.461,42.342,51.526,53.752,55.436,1301.067,1270.968,1303.608,1290.097,4.776,2.091,23.038,21.2,2.005,50.111
936,0.649974605,0.642808802,0.637675914,0.644103676,0.63730587,3.213,0.70198,70.198,27.962,40.951,42.328,51.66,53.806,55.484,1300.612,1269.886,1301.726,1289.47,4.8,2.13,23.036,21.198,2.008,50.028
936.5,0.649980574,0.642978509,0.637582617,0.644086281,0.637273733,3.21,0.70207,70.207,27.972,40.896,42.27,51.632,53.801,55.462,1302.716,1271.992,1302.182,1289.186,4.796,2.068,23.036,21.192,1.989,49.908
937,0.650083228,0.64314195,0.637530954,0.644103762,0.637262726,3.211,0.70193,70.193,27.939,40.796,42.261,51.565,53.765,55.449,1298.905,1267.781,1303.494,1290.496,4.796,2.171,23.036,21.189,1.981,50.14
937.5,0.650231036,0.643221112,0.637516424,0.644115842,0.637281122,3.214,0.70188,70.188,28.04,40.777,42.243,51.633,53.785,55.457,1302.204,1270.797,1298.989,1286.508,4.798,2.149,23.036,21.202,1.978,50.49
938,0.650361775,0.643197326,0.637515013,0.644088191,0.63732793,3.215,0.70188,70.188,28.119,41.069,42.246,51.635,53.713,55.418,1299.872,1268.748,1304.007,1290.894,4.795,2.171,23.036,21.192,1.986,50.626
938.5,0.650444169,0.643122329,0.637524406,0.644029715,0.63740033,3.211,0.70183,70.183,28.113,41.22,42.243,51.672,53.632,55.464,1300.725,1270,1298.304,1285.654,4.796,2.047,23.036,21.259,1.966,50.087
939,0.650483874,0.643076184,0.637563882,0.643997253,0.637496403,3.21,0.70207,70.207,28.099,40.845,42.295,51.7,53.781,55.424,1298.166,1268.805,1300.129,1287.705,4.797,2.047,23.038,21.196,1.989,50.251
939.5,0.65050256,0.643100654,0.637635565,0.644045539,0.637599804,3.214,0.70173,70.173,27.956,41.101,42.315,51.604,53.724,55.382,1299.474,1269.147,1297.05,1284.287,4.795,2.143,23.036,21.189,1.997,50.462
940,0.650520071,0.643175475,0.637715393,0.64417437,0.637680069,3.213,0.70183,70.183,27.901,41.05,42.25,51.874,53.848,55.515,1300.498,1270.854,1305.832,1293.344,4.796,2.089,23.036,21.194,1.985,49.811
940.5,0.650549054,0.643255806,0.637787701,0.644332449,0.637722941,3.216,0.70188,70.188,27.852,41.196,42.235,51.699,53.756,55.47,1301.408,1269.716,1295.681,1283.205,4.796,2.029,23.036,21.257,2.004,49.941
941,0.650594263,0.643322206,0.63785869,0.644462415,0.637746097,3.211,0.70173,70.173,27.905,41.07,42.159,51.574,53.673,55.363,1301.579,1270.968,1297.734,1284.287,4.799,2.068,23.039,21.259,2.006,49.955
941.5,0.650656012,0.643396983,0.63792426,0.644537563,0.637775589,3.215,0.70203,70.203,27.934,41.296,42.31,51.754,53.79,55.486,1302.546,1271.821,1296.479,1283.148,4.796,2.11,23.038,21.189,2.005,50.312
942,0.650738525,0.643525836,0.637954914,0.644576752,0.637822416,3.217,0.70193,70.193,27.93,41.383,42.278,51.674,53.702,55.451,1300.896,1269.602,1296.251,1283.774,4.796,2.129,23.038,21.183,1.999,50.039
942.5,0.650847989,0.643742758,0.637935173,0.644637786,0.637888889,3.213,0.70198,70.198,27.939,41.108,42.402,51.644,53.755,55.439,1298.393,1268.691,1295.909,1282.92,4.796,2.13,23.039,21.255,2.008,50.024
943,0.650973004,0.644030573,0.637896733,0.644773973,0.637978777,3.212,0.70193,70.193,27.92,40.823,42.319,51.631,53.765,55.393,1301.123,1270.626,1299.445,1285.54,4.798,2.149,23.038,21.189,1.985,50.39
943.5,0.651078487,0.644309111,0.637889227,0.644972937,0.638088635,3.22,0.70212,70.212,27.931,41.112,42.281,51.645,53.714,55.428,1297.597,1265.903,1295.453,1282.351,4.792,2.111,23.013,21.589,1.989,49.925
944,0.651138205,0.644486719,0.637933374,0.645151932,0.638203032,3.218,0.70159,70.159,28.011,41.188,42.313,51.622,53.718,55.406,1299.36,1268.236,1306.574,1293.514,4.798,2.122,23.036,21.189,1.985,50.236
944.5,0.651167079,0.644535399,0.638018805,0.645235855,0.638305284,3.217,0.70212,70.212,28.086,40.886,42.255,51.569,53.694,55.397,1301.18,1269.886,1297.734,1284.344,4.796,2.03,23.034,21.259,1.997,49.885
945,0.651203979,0.644505608,0.638129315,0.645233211,0.638384786,3.218,0.70198,70.198,28.012,41.192,42.209,51.62,53.734,55.404,1298.279,1267.041,1293.856,1281.268,4.796,2.127,23.038,21.192,2.005,50.127
945.5,0.651266012,0.644470494,0.63824892,0.645216525,0.638433283,3.215,0.70207,70.207,27.991,41.152,42.304,51.567,53.677,55.377,1299.303,1268.976,1295.453,1282.464,4.794,2.11,23.036,21.2,2.006,50.277
946,0.651331073,0.644465188,0.638349529,0.645235813,0.63844145,3.22,0.70193,70.193,27.985,41.317,42.237,51.627,53.672,55.398,1302.489,1271.309,1301.156,1288.958,4.796,2.15,23.036,21.192,2,50.2
946.5,0.651363354,0.644474924,0.638389631,0.645275542,0.638400379,3.217,0.70183,70.183,27.965,41.184,42.256,51.58,53.767,55.437,1298.393,1267.724,1294.655,1281.952,4.795,2.127,23.038,21.166,2.008,50.023
947,0.651349607,0.644477049,0.638337546,0.645295827,0.638310064,3.221,0.70203,70.203,27.862,40.915,42.279,51.57,53.761,55.472,1299.246,1268.008,1303.437,1289.926,4.795,2.149,23.038,21.192,2.001,50.013
947.5,0.651311735,0.644489936,0.638207067,0.645289976,0.638193399,3.217,0.70203,70.203,27.763,40.94,42.244,51.67,53.78,55.432,1299.303,1268.521,1298.019,1284.914,4.796,2.047,23.036,21.187,1.997,49.78
948,0.651284987,0.644559895,0.638064628,0.645287639,0.638095084,3.215,0.70193,70.193,27.706,40.979,42.181,51.673,53.781,55.436,1299.531,1269.488,1295.795,1282.066,4.795,2.113,23.036,21.194,1.995,50.061
948.5,0.65127856,0.644688085,0.637975293,0.645311801,0.638050085,3.214,0.70193,70.193,27.741,41.017,42.315,51.648,53.806,55.467,1300.498,1270.398,1301.726,1288.844,4.795,2.068,23.036,21.12,2.003,50.258
949,0.651257851,0.644793833,0.637933667,0.645347458,0.638050502,3.222,0.70173,70.173,27.777,40.803,42.362,51.711,53.792,55.476,1302.489,1271.195,1304.635,1291.065,4.799,2.091,23.036,21.255,1.997,50.196
